exo_circ_ID	CircRNA	WhB1	WhB2	WhB3	WhB4	WhB5
exo_circ_022459	chr10:30876997-30923415:-	0	0	7.484	0	9.073
exo_circ_022462	chr10:32021021-32037607:-	13.859	0	0	0	0
exo_circ_022468	chr10:45395854-45412313:+	0	15.183	0	0	4.537
exo_circ_022469	chr10:45625950-45640421:-	13.859	0	0	0	9.073
exo_circ_022475	chr10:5956378-5963841:-	0	30.367	3.742	38.735	22.683
exo_circ_022476	chr10:60042671-60056036:-	0	15.183	0	0	0
exo_circ_022477	chr10:63185562-63189446:-	0	0	3.742	0	0
exo_circ_022480	chr10:67936152-67956976:-	0	0	3.742	0	0
exo_circ_022486	chr10:68450027-68459235:-	0	0	3.742	0	0
exo_circ_022487	chr10:68465666-68468306:-	0	15.183	0	0	9.073
exo_circ_022488	chr10:68672894-68682973:+	0	0	3.742	0	0
exo_circ_022499	chr10:73470686-73475030:-	0	0	0	9.684	0
exo_circ_022507	chr10:92609019-92621473:+	0	0	3.742	0	0
exo_circ_022517	chr11:10461514-10461740:+	0	0	0	9.684	0
exo_circ_022519	chr11:107416208-107433749:-	27.719	0	7.484	0	0
exo_circ_022535	chr11:118373085-118376694:+	0	15.183	3.742	0	9.073
exo_circ_022540	chr11:120440128-120451724:+	0	0	3.742	0	0
exo_circ_022543	chr11:121470006-121478243:+	0	15.183	0	0	0
exo_circ_022544	chr11:124992579-125005212:+	13.859	0	11.227	0	9.073
exo_circ_022546	chr11:125235044-125239728:+	0	0	22.453	0	0
exo_circ_022556	chr11:17282788-17315475:+	0	0	0	0	9.073
exo_circ_022562	chr11:20062306-20083179:+	0	15.183	0	0	0
exo_circ_022570	chr11:43403997-43436334:+	0	0	3.742	0	0
exo_circ_022579	chr11:61415665-61429290:-	0	0	3.742	0	0
exo_circ_022587	chr11:74028286-74034278:-	0	0	0	9.684	0
exo_circ_022589	chr11:75879878-75888903:+	0	0	18.711	9.684	18.146
exo_circ_022590	chr11:76985642-76998821:+	0	45.55	37.422	29.051	27.22
exo_circ_022594	chr11:77960952-77981576:-	13.859	0	0	0	0
exo_circ_022595	chr11:83163678-83169995:+	0	30.367	0	0	4.537
exo_circ_022596	chr11:85974707-85981988:-	0	0	3.742	0	0
exo_circ_022597	chr11:85974707-86042885:-	13.859	0	0	0	0
exo_circ_022598	chr11:85981744-85982003:-	235.61	303.668	183.37	174.308	163.317
exo_circ_022610	chr12:102044104-102046119:-	0	0	11.227	19.368	13.61
exo_circ_022611	chr12:102164437-102197729:+	0	0	0	0	9.073
exo_circ_022616	chr12:106376358-106380139:+	0	30.367	7.484	9.684	0
exo_circ_022618	chr12:110029477-110036328:+	0	0	3.742	0	9.073
exo_circ_022620	chr12:110503805-110506693:+	0	0	11.227	19.368	4.537
exo_circ_022623	chr12:112210014-112228811:-	0	0	3.742	0	0
exo_circ_022624	chr12:112269703-112283302:-	0	15.183	0	0	0
exo_circ_022625	chr12:112273654-112274960:-	0	45.55	0	0	9.073
exo_circ_022627	chr12:113269756-113284771:+	0	30.367	0	0	0
exo_circ_022636	chr12:121825206-121825366:+	13.859	0	0	9.684	4.537
exo_circ_022638	chr12:122327946-122334705:-	0	0	0	0	4.537
exo_circ_022640	chr12:122594275-122624688:+	0	30.367	0	9.684	9.073
exo_circ_022643	chr12:123194385-123214834:-	0	0	3.742	0	0
exo_circ_022659	chr12:15982307-16032654:+	0	0	0	0	4.537
exo_circ_022662	chr12:19512397-19514784:+	0	0	3.742	0	0
exo_circ_022668	chr12:26953548-26957743:+	0	0	3.742	9.684	0
exo_circ_022676	chr12:30725965-30751133:-	0	0	3.742	0	0
exo_circ_022682	chr12:42086354-42098033:-	0	0	0	0	4.537
exo_circ_022686	chr12:47103718-47108164:+	0	0	0	9.684	0
exo_circ_022687	chr12:48066926-48098124:-	27.719	0	0	0	0
exo_circ_022703	chr12:62294178-62321609:+	27.719	0	22.453	19.368	22.683
exo_circ_022704	chr12:62524514-62532670:+	13.859	0	0	0	0
exo_circ_022705	chr12:62560490-62588156:+	0	0	7.484	0	0
exo_circ_022706	chr12:62565236-62588156:+	0	0	0	0	4.537
exo_circ_022712	chr12:69257731-69262562:+	13.859	0	0	0	0
exo_circ_022732	chr12:96313320-96334865:-	0	0	3.742	0	0
exo_circ_022739	chr13:113309642-113309862:+	13.859	30.367	11.227	0	9.073
exo_circ_022746	chr13:28037184-28050222:-	0	0	3.742	0	9.073
exo_circ_022751	chr13:32477886-32480637:-	0	45.55	0	0	13.61
exo_circ_022758	chr13:41019227-41054667:-	0	0	0	0	4.537
exo_circ_022759	chr13:41068560-41071573:+	55.438	60.734	0	67.786	27.22
exo_circ_022769	chr13:52426988-52434882:-	13.859	30.367	7.484	0	0
exo_circ_022770	chr13:60008543-60016145:-	0	15.183	11.227	9.684	0
exo_circ_022772	chr13:60132956-60134696:-	0	0	0	9.684	0
exo_circ_022778	chr13:79358273-79378907:-	0	0	18.711	0	9.073
exo_circ_022787	chr14:100262303-100263806:+	0	0	0	9.684	0
exo_circ_022793	chr14:103480386-103492034:+	0	0	0	9.684	0
exo_circ_022794	chr14:103498501-103500200:+	0	0	7.484	0	13.61
exo_circ_022806	chr14:34761756-34762223:-	41.578	0	0	0	0
exo_circ_022811	chr14:37110826-37138520:-	0	0	14.969	9.684	9.073
exo_circ_022813	chr14:45011974-45028329:+	27.719	0	0	48.419	22.683
exo_circ_022815	chr14:45151396-45154052:+	0	0	3.742	0	0
exo_circ_022817	chr14:49674122-49674454:-	0	0	3.742	0	4.537
exo_circ_022818	chr14:49825866-49832277:-	0	0	14.969	0	27.22
exo_circ_022821	chr14:55175345-55180778:-	41.578	0	3.742	0	18.146
exo_circ_022822	chr14:56605569-56618763:+	0	0	0	0	4.537
exo_circ_022824	chr14:58306021-58329604:+	13.859	0	0	0	4.537
exo_circ_022829	chr14:60282683-60291454:+	0	0	3.742	29.051	0
exo_circ_022832	chr14:61485501-61485656:+	0	0	3.742	9.684	0
exo_circ_022834	chr14:63415139-63453885:-	0	0	0	9.684	0
exo_circ_022840	chr14:71036064-71052012:+	0	0	0	0	4.537
exo_circ_022844	chr14:75038339-75040015:-	0	0	0	9.684	0
exo_circ_022847	chr14:78957241-78988141:+	13.859	91.1	22.453	38.735	27.22
exo_circ_022860	chr14:92014214-92033253:-	13.859	0	0	0	0
exo_circ_022868	chr14:96542242-96544258:+	0	0	3.742	0	0
exo_circ_022873	chr15:34915037-34927138:-	0	0	7.484	0	0
exo_circ_022875	chr15:35450684-35454820:-	0	0	3.742	0	0
exo_circ_022877	chr15:39953903-39955768:+	0	0	7.484	0	0
exo_circ_022879	chr15:40383227-40392023:+	0	0	0	9.684	0
exo_circ_022884	chr15:42794643-42840433:-	0	30.367	7.484	19.368	4.537
exo_circ_022893	chr15:49235624-49292537:+	0	15.183	0	0	0
exo_circ_022905	chr15:65497863-65512564:-	0	0	0	0	4.537
exo_circ_022906	chr15:65497863-65515791:-	0	15.183	3.742	0	0
exo_circ_022910	chr15:66349059-66349437:-	263.329	227.751	327.446	232.411	372
exo_circ_022916	chr15:76285636-76287945:-	13.859	0	7.484	9.684	0
exo_circ_022926	chr15:90790648-90798337:+	13.859	0	0	0	0
exo_circ_022928	chr15:92939577-92946216:+	0	0	3.742	0	0
exo_circ_022935	chr16:14580873-14627187:-	0	0	3.742	0	0
exo_circ_022950	chr16:24927683-24939597:-	0	0	0	9.684	0
exo_circ_022964	chr16:66769962-66770309:-	0	0	0	0	4.537
exo_circ_022967	chr16:67443098-67444706:-	0	0	0	0	4.537
exo_circ_022973	chr16:69370452-69372355:-	13.859	0	7.484	0	0
exo_circ_022974	chr16:71658232-71714801:-	0	0	0	0	4.537
exo_circ_022975	chr16:71663898-71681905:-	27.719	0	0	0	9.073
exo_circ_022976	chr16:71676446-71681905:-	13.859	0	7.484	0	13.61
exo_circ_022978	chr16:74892483-74893812:-	0	0	7.484	0	4.537
exo_circ_022988	chr16:8919030-8930397:-	0	15.183	0	0	9.073
exo_circ_022997	chr17:18285141-18306966:-	0	15.183	0	0	0
exo_circ_023000	chr17:20245925-20306082:+	0	0	0	0	4.537
exo_circ_023010	chr17:30843912-30858323:+	0	0	0	0	9.073
exo_circ_023011	chr17:30858160-30878096:+	0	0	3.742	0	0
exo_circ_023023	chr17:39419716-39427790:-	0	0	3.742	0	4.537
exo_circ_023033	chr17:43074330-43074521:-	13.859	0	0	0	0
exo_circ_023035	chr17:44729904-44741452:+	0	0	0	0	4.537
exo_circ_023046	chr17:5297344-5350629:+	0	0	3.742	0	4.537
exo_circ_023047	chr17:5361207-5378232:+	0	0	0	0	4.537
exo_circ_023048	chr17:5480053-5482882:-	0	0	7.484	0	0
exo_circ_023055	chr17:60679452-60689761:+	0	15.183	11.227	0	4.537
exo_circ_023070	chr17:67128650-67151224:-	0	0	0	0	4.537
exo_circ_023071	chr17:67918713-67922990:+	0	0	0	0	4.537
exo_circ_023077	chr17:76738281-76741064:+	27.719	0	0	0	4.537
exo_circ_023083	chr17:78812859-78820012:-	0	0	0	9.684	4.537
exo_circ_023089	chr17:82797756-82800996:+	0	0	0	9.684	0
exo_circ_023091	chr17:8445710-8460160:+	0	0	0	0	4.537
exo_circ_023102	chr18:13087016-13117643:+	0	0	0	0	4.537
exo_circ_023105	chr18:23519679-23520313:+	0	0	0	9.684	13.61
exo_circ_023108	chr18:2700538-2760739:+	0	0	0	0	4.537
exo_circ_023120	chr18:42037712-42049605:+	0	0	7.484	0	0
exo_circ_023121	chr18:42043732-42058051:+	0	15.183	7.484	0	4.537
exo_circ_023123	chr18:45944004-45946768:-	0	0	3.742	0	0
exo_circ_023125	chr18:47829473-47841950:-	0	0	0	19.368	0
exo_circ_023135	chr18:63322629-63323311:+	27.719	0	0	0	0
exo_circ_023143	chr18:9204475-9208803:+	0	0	11.227	0	18.146
exo_circ_023145	chr19:10159657-10173905:-	0	0	0	9.684	0
exo_circ_023146	chr19:10908038-10909207:+	0	0	7.484	0	4.537
exo_circ_023154	chr19:18924232-18924979:+	13.859	15.183	0	9.684	0
exo_circ_023160	chr19:32356615-32360618:+	138.594	75.917	104.783	48.419	95.268
exo_circ_023168	chr19:34215123-34215661:+	41.578	0	0	0	31.756
exo_circ_023171	chr19:36718947-36719889:+	0	15.183	0	19.368	0
exo_circ_023172	chr19:37738902-37740194:-	0	0	3.742	0	4.537
exo_circ_023194	chr20:18548608-18551175:+	0	0	0	0	4.537
exo_circ_023210	chr20:35069295-35078174:-	0	0	0	9.684	13.61
exo_circ_023218	chr20:37141161-37143841:-	0	0	0	0	4.537
exo_circ_023224	chr20:4181802-4183654:+	27.719	0	0	0	0
exo_circ_023226	chr20:44918905-44921731:+	13.859	0	0	0	0
exo_circ_023228	chr20:47276313-47347926:-	0	15.183	0	9.684	9.073
exo_circ_023241	chr21:15842397-15849872:+	0	0	3.742	0	0
exo_circ_023244	chr21:29046666-29050178:+	0	0	0	0	9.073
exo_circ_023250	chr21:33241839-33260727:+	0	0	3.742	0	0
exo_circ_023251	chr21:33241885-33263637:+	0	0	3.742	0	4.537
exo_circ_023267	chr22:27894375-27897892:-	13.859	0	3.742	9.684	0
exo_circ_023270	chr22:29978441-29988562:+	0	15.183	0	9.684	18.146
exo_circ_023277	chr22:38537591-38568289:-	0	0	7.484	0	22.683
exo_circ_023283	chr22:40779008-40794580:-	0	0	3.742	0	0
exo_circ_023287	chr22:45692995-45702847:+	0	0	0	0	4.537
exo_circ_023289	chr22:50079917-50080397:-	13.859	0	7.484	9.684	0
exo_circ_023302	chrX:134377571-134413657:+	0	15.183	0	0	0
exo_circ_023305	chrX:150462771-150471490:+	0	15.183	0	0	0
exo_circ_023308	chrX:154379941-154380367:+	0	0	3.742	0	0
exo_circ_023314	chrX:24739374-24748992:+	0	0	0	0	9.073
exo_circ_023322	chrX:70404714-70407075:+	0	0	3.742	0	0
exo_circ_023324	chrX:74285914-74291714:-	0	0	7.484	9.684	18.146
exo_circ_023333	chr1:15937162-15938006:+	0	0	7.484	0	4.537
exo_circ_023335	chr3:119843254-119863605:-	0	0	0	19.368	9.073
exo_circ_023336	chr11:47358843-47360040:-	0	15.183	14.969	0	22.683
exo_circ_023337	chr22:37687909-37688992:+	0	15.183	0	0	0
exo_circ_023338	chr3:44945167-44959460:-	13.859	0	14.969	48.419	36.293
exo_circ_023339	chr19:18537600-18538433:-	152.454	60.734	14.969	19.368	45.366
exo_circ_023340	chr19:45854174-45854507:-	27.719	45.55	14.969	19.368	4.537
exo_circ_023341	chr7:8003907-8071131:+	0	0	7.484	19.368	0
exo_circ_023342	chr4:3154292-3157199:+	55.438	45.55	22.453	9.684	22.683
exo_circ_023344	chr10:22567850-22591781:-	0	0	18.711	0	4.537
exo_circ_023345	chr15:90217438-90219891:+	41.578	106.284	11.227	29.051	45.366
exo_circ_023346	chr17:77402058-77402703:+	0	0	3.742	0	13.61
exo_circ_023347	chr1:212863724-212872818:+	69.297	30.367	78.587	77.47	149.707
exo_circ_023348	chr3:125288102-125331238:-	13.859	0	0	0	0
exo_circ_023349	chr3:49335019-49335596:-	3062.936	2292.69	1534.316	1607.507	1497.074
exo_circ_023350	chr17:46038537-46039884:-	0	0	3.742	0	0
exo_circ_023351	chr2:156549607-156557582:+	0	0	0	0	4.537
exo_circ_023352	chr3:143467036-143495448:-	0	0	0	9.684	0
exo_circ_023354	chr8:141151618-141155970:+	0	15.183	3.742	38.735	4.537
exo_circ_023355	chr10:102358038-102359435:+	0	15.183	7.484	19.368	0
exo_circ_023357	chr11:128480190-128490576:-	0	0	7.484	9.684	9.073
exo_circ_023358	chr11:68803999-68812576:-	0	30.367	0	0	0
exo_circ_023359	chr14:34783761-34792921:-	0	0	0	19.368	18.146
exo_circ_023360	chr14:89924512-89932627:-	13.859	0	3.742	0	4.537
exo_circ_023361	chr15:93014695-93014909:+	166.313	136.65	89.814	135.573	122.488
exo_circ_023362	chr17:39908957-39909924:-	0	45.55	18.711	19.368	27.22
exo_circ_023364	chr2:33309433-33347510:+	0	0	0	0	4.537
exo_circ_023365	chr3:155914418-155919338:+	13.859	60.734	56.134	29.051	58.976
exo_circ_023366	chr6:167022408-167024894:+	13.859	0	14.969	0	0
exo_circ_023367	chr7:23507419-23513082:-	0	0	7.484	0	4.537
exo_circ_023368	chr8:41661800-41663742:-	332.627	364.401	213.307	145.257	186
exo_circ_023370	chr2:183001952-183023916:-	0	15.183	14.969	9.684	4.537
exo_circ_023371	chr2:33300450-33347510:+	0	30.367	3.742	0	0
exo_circ_023372	chr3:171123595-171128878:-	0	45.55	7.484	9.684	4.537
exo_circ_023373	chr3:183086692-183092545:-	41.578	75.917	41.165	0	40.829
exo_circ_023374	chr4:82844385-82848977:-	0	0	11.227	0	0
exo_circ_023376	chr7:148832633-148847305:-	41.578	75.917	93.556	125.889	45.366
exo_circ_023377	chr8:94534838-94543942:-	69.297	45.55	67.36	0	40.829
exo_circ_023379	chr9:123084642-123090385:+	0	15.183	3.742	19.368	0
exo_circ_023380	chr10:3158039-3160330:-	13.859	0	0	0	0
exo_circ_023382	chr12:71626259-71629037:-	27.719	60.734	14.969	0	22.683
exo_circ_023383	chr13:46723220-46728984:+	0	0	3.742	19.368	0
exo_circ_023385	chr16:4671390-4673657:+	13.859	0	0	0	4.537
exo_circ_023386	chrX:11169504-11188984:-	0	0	0	0	4.537
exo_circ_023387	chr1:39422373-39422900:+	0	15.183	0	19.368	0
exo_circ_023388	chr3:121854686-121872788:+	13.859	15.183	0	0	0
exo_circ_023389	chr3:152414940-152415111:+	0	0	0	9.684	9.073
exo_circ_023390	chr4:106171094-106212835:-	0	15.183	7.484	9.684	22.683
exo_circ_023392	chr6:149369908-149379518:+	27.719	30.367	26.196	19.368	27.22
exo_circ_023393	chr8:47836337-47837419:-	0	0	26.196	0	27.22
exo_circ_023394	chr12:6333068-6334244:-	13.859	0	0	9.684	4.537
exo_circ_023395	chr16:71738941-71739341:-	97.016	91.1	52.391	87.154	45.366
exo_circ_023396	chr16:71745143-71745614:-	41.578	60.734	29.938	135.573	113.415
exo_circ_023397	chr18:69564486-69599498:+	0	0	7.484	0	0
exo_circ_023398	chr20:49269941-49271750:-	41.578	0	14.969	29.051	31.756
exo_circ_023399	chrX:154768301-154769310:+	83.157	136.65	116.009	106.522	72.585
exo_circ_023401	chr1:235793502-235801097:-	13.859	0	14.969	19.368	0
exo_circ_023402	chr1:236850343-236853088:+	0	0	18.711	19.368	18.146
exo_circ_023403	chr2:25799384-25845563:-	55.438	75.917	29.938	29.051	45.366
exo_circ_023404	chr3:53874210-53876080:-	13.859	0	14.969	9.684	4.537
exo_circ_023406	chr4:169477123-169556095:-	13.859	0	0	0	9.073
exo_circ_023407	chr4:48377895-48382927:+	13.859	0	0	0	0
exo_circ_023408	chr9:120467859-120491477:-	0	0	29.938	38.735	36.293
exo_circ_023409	chr9:17298189-17342444:+	13.859	0	3.742	19.368	13.61
exo_circ_023410	chr9:20715321-20740340:+	13.859	0	0	0	0
exo_circ_023411	chr10:101798841-101810314:-	0	15.183	3.742	9.684	4.537
exo_circ_023412	chr10:13191298-13192568:+	207.892	227.751	232.019	125.889	235.903
exo_circ_023414	chr10:67954594-68014186:-	13.859	0	3.742	0	9.073
exo_circ_023415	chr10:91996368-92008275:+	0	0	11.227	0	0
exo_circ_023416	chr12:64484302-64486017:+	0	30.367	37.422	0	22.683
exo_circ_023417	chr13:77205255-77212160:-	0	0	3.742	9.684	4.537
exo_circ_023418	chr16:57017073-57021007:+	0	0	3.742	9.684	0
exo_circ_023419	chr17:37221723-37226452:-	13.859	15.183	7.484	0	9.073
exo_circ_023420	chr21:44077692-44080127:+	13.859	0	0	19.368	4.537
exo_circ_023421	chr1:115659640-115664268:+	0	0	0	0	4.537
exo_circ_023422	chr1:8495062-8541318:-	41.578	15.183	7.484	0	0
exo_circ_023423	chr2:171448680-171458477:+	27.719	15.183	18.711	29.051	22.683
exo_circ_023424	chr3:186320392-186320707:-	0	0	11.227	0	0
exo_circ_023425	chr4:147939824-147966839:+	0	0	0	9.684	0
exo_circ_023426	chr4:42624535-42627109:-	0	0	0	19.368	0
exo_circ_023427	chr5:62353274-62363320:+	0	0	3.742	0	4.537
exo_circ_023428	chr6:154808069-154810208:+	27.719	0	14.969	0	4.537
exo_circ_023429	chr6:157084661-157110561:+	13.859	0	0	0	22.683
exo_circ_023431	chr7:35638349-35670328:-	0	0	3.742	0	0
exo_circ_023432	chr7:44645326-44647759:+	0	15.183	11.227	9.684	13.61
exo_circ_023433	chr8:100268784-100288267:-	27.719	60.734	0	19.368	9.073
exo_circ_023435	chr8:38819521-38820635:+	0	15.183	22.453	0	18.146
exo_circ_023436	chr9:112062936-112078724:-	0	0	0	19.368	9.073
exo_circ_023437	chr9:133042086-133043926:+	41.578	30.367	22.453	19.368	0
exo_circ_023438	chr10:119578725-119588248:-	97.016	30.367	26.196	29.051	13.61
exo_circ_023439	chr11:45945839-45953625:-	0	0	0	9.684	0
exo_circ_023440	chr12:11714460-11752579:+	0	0	3.742	0	0
exo_circ_023441	chr12:120565071-120566980:+	13.859	0	11.227	19.368	9.073
exo_circ_023442	chr12:68302619-68303913:-	0	0	14.969	9.684	13.61
exo_circ_023443	chr13:71557023-71573573:-	0	0	7.484	0	0
exo_circ_023444	chr14:96341521-96347341:-	69.297	30.367	11.227	38.735	31.756
exo_circ_023445	chr15:52584744-52593736:-	0	0	0	19.368	13.61
exo_circ_023446	chr15:58621470-58627883:-	27.719	0	14.969	19.368	13.61
exo_circ_023448	chr17:43378751-43379262:-	0	0	11.227	19.368	13.61
exo_circ_023449	chr18:37066889-37067545:+	0	0	0	0	13.61
exo_circ_023450	chrX:118404337-118410959:+	0	0	11.227	0	0
exo_circ_023451	chr2:210104103-210154611:-	0	0	0	9.684	13.61
exo_circ_023452	chr2:241704652-241709382:+	13.859	15.183	3.742	9.684	0
exo_circ_023453	chr2:32597750-32611582:+	0	0	11.227	9.684	0
exo_circ_023455	chr5:179708238-179709059:+	13.859	0	22.453	9.684	27.22
exo_circ_023457	chr6:79654494-79673799:+	152.454	106.284	149.689	154.94	136.098
exo_circ_023458	chr6:98875414-98905670:-	0	0	3.742	0	13.61
exo_circ_023459	chr8:130057953-130092143:-	27.719	0	11.227	9.684	9.073
exo_circ_023460	chr9:77247258-77252352:+	27.719	0	14.969	38.735	13.61
exo_circ_023461	chr9:97647491-97648223:+	0	15.183	3.742	0	0
exo_circ_023462	chr11:134206598-134210454:-	13.859	0	11.227	19.368	13.61
exo_circ_023464	chr11:47484388-47489024:-	0	15.183	3.742	9.684	0
exo_circ_023465	chr12:112243352-112244009:-	13.859	0	0	0	0
exo_circ_023466	chr12:22493222-22506819:-	13.859	0	14.969	0	0
exo_circ_023467	chr12:45421070-45423062:+	0	15.183	0	0	0
exo_circ_023468	chr12:48773468-48774098:-	0	15.183	0	0	0
exo_circ_023469	chr12:6730401-6730820:+	13.859	0	11.227	0	9.073
exo_circ_023471	chr14:35099251-35110629:-	0	15.183	48.649	38.735	27.22
exo_circ_023472	chr14:67685014-67692593:-	0	0	0	19.368	9.073
exo_circ_023473	chr14:69441831-69442266:+	55.438	30.367	26.196	29.051	18.146
exo_circ_023474	chr15:92978233-92985673:+	27.719	15.183	14.969	9.684	4.537
exo_circ_023475	chr16:74632522-74636577:-	13.859	0	0	0	0
exo_circ_023476	chr17:18867281-18877870:+	0	45.55	18.711	0	0
exo_circ_023477	chr17:29530406-29534300:+	0	0	0	9.684	9.073
exo_circ_023478	chr17:40256390-40260667:+	0	30.367	41.165	0	9.073
exo_circ_023479	chr17:44154555-44155411:+	41.578	30.367	22.453	0	18.146
exo_circ_023480	chr17:81855141-81855586:-	0	15.183	0	29.051	0
exo_circ_023482	chr20:35801490-35847434:+	0	15.183	14.969	0	9.073
exo_circ_023483	chr22:42817141-42817857:-	13.859	30.367	48.649	29.051	18.146
exo_circ_023484	chrX:123665641-123668314:-	0	0	0	0	4.537
exo_circ_023487	chr1:151088189-151107222:+	27.719	0	11.227	19.368	13.61
exo_circ_023488	chr1:180075021-180084178:+	27.719	0	7.484	9.684	13.61
exo_circ_023489	chr1:37889556-37891454:-	0	0	3.742	0	0
exo_circ_023491	chr1:58681784-58682545:-	13.859	15.183	11.227	0	0
exo_circ_023492	chr2:190900563-190910321:+	13.859	0	7.484	0	22.683
exo_circ_023493	chr2:208285725-208288818:+	13.859	45.55	14.969	0	22.683
exo_circ_023494	chr2:28906459-28914208:+	0	45.55	7.484	0	0
exo_circ_023495	chr2:37000585-37002572:-	0	0	14.969	0	27.22
exo_circ_023496	chr2:48474682-48491170:+	0	0	14.969	19.368	4.537
exo_circ_023497	chr2:53892807-53893799:-	110.876	136.65	89.814	29.051	90.732
exo_circ_023498	chr2:69363544-69374113:-	0	0	3.742	0	4.537
exo_circ_023500	chr3:121468304-121473487:-	0	0	11.227	9.684	4.537
exo_circ_023501	chr3:184936245-184957521:+	0	0	7.484	0	22.683
exo_circ_023502	chr4:153626146-153632838:+	97.016	136.65	78.587	9.684	54.439
exo_circ_023503	chr4:55403235-55417985:+	13.859	45.55	7.484	38.735	4.537
exo_circ_023504	chr4:76995780-77030970:+	0	15.183	0	0	4.537
exo_circ_023505	chr5:179708238-179710065:+	13.859	15.183	33.68	19.368	49.902
exo_circ_023506	chr5:37213558-37224740:-	0	0	0	0	4.537
exo_circ_023507	chr6:136622847-136637406:-	0	0	0	19.368	0
exo_circ_023508	chr6:154787860-154795139:+	0	0	18.711	0	0
exo_circ_023509	chr6:7187433-7189322:+	0	0	0	9.684	0
exo_circ_023510	chr7:138567480-138573642:+	0	0	0	9.684	9.073
exo_circ_023511	chr7:8003907-8060248:+	0	0	0	0	13.61
exo_circ_023512	chr7:99908581-99909660:-	0	15.183	3.742	0	0
exo_circ_023513	chr8:17963100-17967170:+	13.859	15.183	3.742	19.368	40.829
exo_circ_023514	chr8:21974669-21980203:+	748.41	713.619	943.043	639.129	725.854
exo_circ_023515	chr8:91018389-91024366:-	0	15.183	3.742	0	4.537
exo_circ_023517	chr10:102360183-102360395:+	13.859	15.183	0	0	0
exo_circ_023519	chr12:112203635-112204623:-	69.297	91.1	104.783	125.889	113.415
exo_circ_023520	chr12:22482556-22506819:-	0	30.367	7.484	0	4.537
exo_circ_023522	chr13:32732100-32746100:+	0	0	3.742	19.368	13.61
exo_circ_023523	chr13:41811224-41833531:-	13.859	0	0	0	9.073
exo_circ_023525	chr14:59263440-59315351:+	0	0	0	9.684	4.537
exo_circ_023526	chr15:50300788-50304133:-	27.719	30.367	37.422	0	13.61
exo_circ_023527	chr15:69436137-69436722:+	13.859	0	37.422	9.684	36.293
exo_circ_023528	chr17:64212573-64214242:-	27.719	15.183	14.969	0	58.976
exo_circ_023529	chr17:64360139-64378117:-	0	0	3.742	0	0
exo_circ_023531	chr18:2700538-2700918:+	0	0	22.453	29.051	9.073
exo_circ_023532	chr18:62154544-62163656:-	0	0	3.742	0	0
exo_circ_023533	chr19:3623687-3624162:-	0	30.367	0	19.368	0
exo_circ_023535	chr20:62256056-62260125:+	13.859	0	0	19.368	0
exo_circ_023536	chr21:15762890-15778027:+	0	0	18.711	29.051	9.073
exo_circ_023537	chr21:33414887-33421685:+	27.719	0	7.484	0	0
exo_circ_023538	chr1:155370503-155395553:-	0	0	14.969	0	18.146
exo_circ_023541	chr1:21247220-21258839:-	0	15.183	3.742	9.684	4.537
exo_circ_023542	chr1:235437321-235441882:+	13.859	15.183	0	0	4.537
exo_circ_023543	chr1:70300763-70315566:-	110.876	60.734	48.649	9.684	54.439
exo_circ_023544	chr1:93226332-93232593:+	13.859	60.734	104.783	87.154	99.805
exo_circ_023545	chr1:99993536-99999415:+	13.859	30.367	18.711	0	4.537
exo_circ_023546	chr2:178535731-178542361:+	13.859	0	0	0	9.073
exo_circ_023547	chr2:23867834-23885829:-	13.859	0	26.196	0	54.439
exo_circ_023548	chr3:101652495-101652938:-	41.578	15.183	18.711	19.368	22.683
exo_circ_023549	chr3:182820259-182829752:+	83.157	45.55	130.978	77.47	131.561
exo_circ_023550	chr3:183756527-183762279:+	0	30.367	0	0	4.537
exo_circ_023551	chr4:183693588-183701808:+	0	15.183	3.742	0	0
exo_circ_023552	chr4:87114366-87115299:+	0	30.367	3.742	0	0
exo_circ_023553	chr5:108946129-108959347:+	0	0	0	29.051	22.683
exo_circ_023554	chr5:137945901-137954376:-	13.859	0	0	19.368	4.537
