exo_circ_ID	CircRNA	HCC1	HCC2	HCC3	HCC4	HCC5	HCC6	HCC7	HCC8	HCC9	HCC10	HCC11	HCC12	HCC13	HCC14	HCC15	HCC16	HCC17	HCC18	HCC19	HCC20	HCC21
exo_circ_001125	chr10:95381684-95410777:-	0	0	78.591	0	331.89	289.23	0	0	0	0	0	254.9	0	0	161.43	261.775	0	0	0	0	202.421
exo_circ_001126	chr11:121036504-121060085:+	0	0	0	374.282	0	455.757	0	0	14.955	79.866	0	444.353	94.921	0	408.324	0	0	166.01	231.025	188.595	17.602
exo_circ_001127	chr11:74810183-74817714:+	0	254.676	449.09	0	0	0	0	30.874	29.91	0	0	0	0	0	0	0	119.758	0	63.007	30.419	35.204
exo_circ_001128	chr11:86007541-86031611:-	0	0	0	479.714	379.303	0	544.434	0	0	445.92	364.395	0	0	0	294.373	0	1087.8	0	0	687.459	677.671
exo_circ_001129	chrX:47846104-47895940:+	0	6.367	460.317	0	113.791	52.587	89.671	0	194.413	0	0	186.008	0	0	0	0	89.818	0	77.008	0	0
exo_circ_001130	chr1:45421724-45457871:-	0	299.244	0	0	0	0	25.62	0	14.955	206.321	0	0	47.46	0	0	0	194.606	0	49.005	182.511	0
exo_circ_001131	chr1:51840225-51840514:-	0	299.244	0	94.888	0	341.817	0	98.796	0	179.699	0	0	9.492	0	0	0	224.546	0	0	0	149.616
exo_circ_001132	chr3:141553856-141559995:+	165.837	0	0	0	0	0	89.671	0	261.71	79.866	0	826.702	0	208.536	0	288.856	0	332.02	0	219.013	0
exo_circ_001133	chr3:47622206-47638780:-	0	0	123.5	790.737	0	1393.563	576.459	543.379	0	0	0	0	436.636	0	0	0	0	0	665.073	0	642.467
exo_circ_001134	chr4:142402937-142462726:-	487.757	216.474	0	0	0	52.587	461.167	611.302	0	399.332	0	0	0	0	0	225.668	0	0	0	212.93	360.838
exo_circ_001135	chr4:153394261-153397333:+	0	0	0	0	0	0	147.317	0	157.026	0	0	27.557	0	0	0	0	0	0	203.022	73.004	0
exo_circ_001136	chr4:2657802-2690970:+	0	0	392.954	0	616.368	0	0	0	0	86.522	0	0	417.651	64.718	0	1209.583	0	0	35.004	91.256	290.43
exo_circ_001137	chr5:108867766-108883518:+	97.551	483.884	0	0	227.582	0	121.697	351.962	239.277	212.977	0	0	0	0	0	0	0	0	0	164.26	0
exo_circ_001138	chr5:50399106-50411383:-	0	280.143	0	835.545	654.298	0	0	0	0	173.044	0	0	0	226.513	47.48	0	0	0	315.034	571.868	0
exo_circ_001139	chr5:65567512-65572286:+	0	318.345	0	0	18.965	0	0	98.796	0	19.967	0	0	0	294.826	579.25	442.31	189.617	415.026	154.017	158.176	360.838
exo_circ_001140	chr5:79439009-79457018:-	0	0	0	532.429	0	35.058	25.62	0	0	39.933	0	0	427.144	172.581	0	0	0	0	91.01	0	0
exo_circ_001141	chr6:47503279-47554766:+	0	50.935	0	0	0	0	0	0	179.458	0	143.84	0	0	0	541.267	279.829	69.859	365.223	0	0	352.037
exo_circ_001142	chr7:6046070-6050045:-	253.634	0	0	0	0	26.294	76.861	203.767	568.284	119.8	0	0	0	0	0	225.668	0	0	42.005	0	0
exo_circ_001143	chr8:130152735-130169067:-	0	1808.197	1526.906	0	0	0	2683.738	0	0	1777.026	0	0	0	0	0	0	0	0	665.073	2129.297	0
exo_circ_001144	chr8:140846259-140864399:-	0	0	0	0	284.477	0	345.876	358.136	0	0	0	640.694	0	0	0	0	573.839	249.015	0	358.939	0
exo_circ_001145	chr9:86303085-86304947:-	0	426.582	269.454	226.678	0	0	0	259.34	0	0	421.931	358.238	0	251.681	0	0	359.273	0	0	419.776	0
exo_circ_001146	chr11:118786051-118786518:-	0	369.28	0	305.752	0	271.701	57.646	191.418	0	252.91	297.269	0	0	237.299	0	0	214.566	0	0	0	193.62
exo_circ_001147	chr11:17295323-17301870:+	0	12.734	0	0	417.234	0	0	98.796	231.8	0	67.125	0	189.842	0	0	0	239.516	0	91.01	0	105.611
exo_circ_001148	chr11:72887469-72889945:-	0	0	140.341	358.467	0	0	96.077	0	0	0	594.539	0	208.826	0	0	0	0	365.223	413.045	54.753	193.62
exo_circ_001149	chr13:60439687-60460540:+	0	356.546	247	532.429	0	0	172.938	358.136	0	0	0	344.459	0	0	0	370.096	0	307.119	322.035	0	0
exo_circ_001150	chr15:60442415-60445791:-	0	0	0	0	0	0	0	0	246.755	0	0	0	0	0	0	0	154.687	282.217	0	0	0
exo_circ_001151	chr16:14593300-14604226:-	0	0	1414.634	0	0	262.936	0	549.554	433.69	386.021	604.128	158.451	0	0	0	0	528.93	0	490.054	0	0
exo_circ_001152	chr1:10095460-10105744:+	214.613	63.669	0	0	66.378	0	0	0	0	0	0	151.562	9.492	115.054	151.935	144.428	0	0	0	109.507	123.213
exo_circ_001153	chr1:160836194-160839049:-	0	401.114	0	748.564	0	43.823	0	98.796	0	66.555	0	0	0	208.536	0	0	0	0	98.011	109.507	202.421
exo_circ_001154	chr1:222724091-222725555:+	0	452.049	0	0	0	0	0	0	276.664	133.111	0	516.689	0	0	37.984	135.401	0	0	175.019	0	0
exo_circ_001155	chr1:235800319-235801097:-	0	0	415.408	0	0	122.704	0	0	0	0	0	220.454	0	0	0	0	69.859	8.301	0	170.344	0
exo_circ_001156	chr1:9935491-9936627:-	292.654	0	0	305.752	0	87.645	0	111.146	119.639	0	0	27.557	0	0	75.967	0	124.748	215.813	0	285.934	0
exo_circ_001157	chr2:32114637-32116212:+	224.368	267.409	0	158.147	0	0	0	172.893	269.187	39.933	469.877	192.897	0	0	0	0	239.516	0	112.012	0	0
exo_circ_001158	chr2:61495454-61499894:-	0	0	0	0	0	0	64.051	0	82.252	119.8	0	0	113.905	0	0	0	289.415	157.71	0	97.339	0
exo_circ_001159	chr3:160411919-160414517:+	0	0	0	690.577	341.373	122.704	0	148.194	164.503	106.488	0	0	0	0	0	180.535	0	0	0	152.093	149.616
exo_circ_001160	chr3:63912587-63913225:+	0	152.805	241.386	0	0	0	0	135.845	59.819	0	0	0	465.112	0	0	126.374	194.606	0	0	176.427	176.018
exo_circ_001161	chr4:118105017-118114960:+	0	63.669	718.544	0	0	210.349	0	0	0	0	57.536	0	113.905	0	0	0	0	489.73	147.016	0	0
exo_circ_001162	chr4:169602007-169602678:-	0	350.179	0	0	341.373	35.058	0	0	194.413	6.656	0	0	0	0	332.357	424.257	9.98	373.523	133.015	103.423	132.014
exo_circ_001163	chr5:65528451-65529199:-	0	0	0	321.566	331.89	0	204.963	30.874	104.684	0	249.323	0	0	50.336	0	0	224.546	249.015	140.015	85.172	0
exo_circ_001164	chr5:98879551-98881375:-	0	82.77	0	0	0	0	0	18.524	0	66.555	0	0	0	0	0	0	54.889	0	28.003	0	0
exo_circ_001165	chr8:48043032-48049978:+	0	241.942	308.749	0	0	0	0	142.02	0	53.244	210.965	0	0	0	0	0	174.647	0	56.006	200.762	0
exo_circ_001166	chr8:60794985-60801593:+	68.286	0	566.976	437.541	0	0	0	154.369	0	0	0	0	474.604	86.291	246.894	261.775	44.909	182.611	0	0	0
exo_circ_001167	chr8:97713661-97723035:+	0	191.007	477.158	0	0	262.936	83.266	172.893	44.865	0	0	0	0	596.843	161.43	0	79.839	0	0	401.525	264.028
exo_circ_001168	chr9:110972072-110973558:-	390.206	63.669	0	0	0	587.225	230.584	0	433.69	0	230.144	372.016	0	0	0	0	0	0	0	212.93	360.838
exo_circ_001169	chr15:38502311-38505920:-	0	0	0	1275.722	0	0	0	18.524	14.955	0	134.251	413.351	0	0	0	478.417	154.687	0	175.019	0	0
exo_circ_001170	chr15:75868950-75873568:+	0	0	0	0	0	701.164	666.131	586.603	0	0	0	0	0	0	0	0	364.263	0	763.084	906.472	0
exo_circ_001171	chr15:76728594-76733384:-	175.593	292.877	0	0	0	0	0	228.466	0	0	0	0	94.921	0	0	0	249.495	0	56.006	0	290.43
exo_circ_001172	chr16:68190767-68191775:+	0	0	1341.656	0	0	262.936	108.887	0	0	79.866	0	75.781	0	0	0	0	0	0	0	152.093	132.014
exo_circ_001173	chr19:54909244-54910065:+	0	0	0	105.432	512.059	184.056	57.646	0	0	0	0	571.803	0	352.353	0	0	374.243	0	154.017	0	96.81
exo_circ_001174	chr1:231795241-231818517:+	0	477.517	959.93	1365.339	0	0	192.153	0	0	0	0	0	284.762	0	0	0	179.637	464.829	252.028	0	0
exo_circ_001175	chr1:243613670-243695716:-	0	0	0	0	56.895	0	281.825	222.292	321.529	206.321	0	0	0	0	180.422	0	169.657	0	406.044	0	0
exo_circ_001176	chr2:128186682-128187614:+	224.368	0	0	0	0	0	0	67.922	0	79.866	0	0	0	0	0	0	0	0	0	182.511	0
exo_circ_001177	chr2:135631717-135639122:+	0	394.747	729.771	0	0	0	0	253.165	0	0	0	0	0	0	161.43	0	0	0	0	0	0
exo_circ_001178	chr2:61115978-61118116:+	0	44.568	0	801.28	0	306.759	204.963	0	0	386.021	0	0	683.43	381.117	0	0	274.445	0	0	511.031	0
exo_circ_001179	chr2:61162841-61164540:+	0	210.107	0	200.32	0	0	0	111.146	52.342	0	306.859	0	0	14.382	0	153.455	0	0	70.008	0	0
exo_circ_001180	chr5:74745677-74750667:-	0	95.503	0	0	0	0	0	55.573	0	66.555	527.414	0	237.302	115.054	322.861	0	24.95	0	217.024	0	96.81
exo_circ_001181	chr7:27629370-27649633:-	39.021	0	0	0	0	0	51.241	0	164.503	66.555	0	282.457	0	0	0	90.267	84.828	0	0	0	61.606
exo_circ_001182	chr7:55982209-55983868:+	0	0	235.772	0	0	0	96.077	209.942	0	0	652.075	0	0	0	56.975	0	79.839	0	0	0	0
exo_circ_001183	chr8:60572045-60591969:+	48.776	50.935	0	147.604	0	0	0	0	22.432	0	210.965	358.238	0	115.054	0	0	399.193	0	168.018	0	0
exo_circ_001184	chr8:97713661-97719189:+	0	0	11.227	0	0	0	467.573	55.573	59.819	0	0	0	0	0	0	0	0	0	80.509	0	299.231
exo_circ_001185	chr9:33986759-33998864:-	0	331.078	0	0	379.303	0	102.482	0	261.71	0	0	186.008	0	0	0	442.31	0	0	154.017	0	149.616
exo_circ_001186	chr10:91849511-91851336:+	604.819	0	190.863	0	0	0	0	0	0	13.311	38.357	0	0	0	0	0	0	0	126.014	60.837	457.648
exo_circ_001187	chr13:49167243-49175541:+	0	0	0	0	0	0	198.558	154.369	0	159.733	0	0	0	302.017	0	108.321	179.637	265.616	0	212.93	0
exo_circ_001188	chr15:44484223-44486700:+	0	0	1251.838	347.924	0	0	198.558	98.796	97.206	126.455	0	0	360.699	215.726	18.992	54.16	194.606	0	378.041	0	202.421
exo_circ_001189	chr16:75411824-75414695:-	0	382.014	0	0	587.92	964.1	0	160.544	0	0	0	0	0	474.598	0	0	144.707	224.114	0	206.846	299.231
exo_circ_001189	chr16:75411824-75414695:-	0	0	196.477	258.307	0	0	0	0	52.342	0	0	0	66.445	0	142.439	740.192	0	0	0	0	0
exo_circ_001190	chr18:62072672-62095950:-	0	248.309	0	0	0	0	0	308.738	0	0	0	0	0	316.399	0	0	149.697	481.43	126.014	73.004	202.421
exo_circ_001191	chr1:213077695-213117410:+	0	375.647	0	0	0	0	12.81	98.796	0	73.211	0	0	0	0	0	171.508	0	0	245.027	85.172	0
exo_circ_001192	chr1:93876267-93877862:-	0	0	269.454	0	0	0	12.81	111.146	0	339.432	517.824	0	0	388.308	0	0	0	0	154.017	176.427	0
exo_circ_001193	chr1:9931890-9936627:-	0	0	0	0	407.751	0	140.912	67.922	0	173.044	191.787	0	0	0	0	18.053	164.667	0	0	0	140.815
exo_circ_001194	chr2:168161786-168167407:-	175.593	0	241.386	0	777.572	8.765	313.85	92.621	0	0	0	0	132.889	0	370.34	0	274.445	0	0	206.846	0
exo_circ_001195	chr2:44201185-44218537:+	0	0	0	706.392	369.821	17.529	0	0	246.755	0	19.179	0	0	0	0	352.043	0	116.207	140.015	158.176	0
exo_circ_001196	chr3:47610065-47638780:-	0	420.215	0	643.133	0	0	204.963	0	0	0	28.768	0	0	93.481	0	0	0	0	0	127.758	0
exo_circ_001197	chr3:50113382-50114251:+	0	19.101	0	68.531	407.751	411.934	38.431	129.67	59.819	0	201.376	103.338	332.223	0	0	0	224.546	0	42.005	0	0
exo_circ_001198	chr5:72989426-72990864:+	0	197.374	0	0	0	78.881	134.507	0	0	86.522	0	0	0	0	0	0	0	224.114	70.008	0	369.639
exo_circ_001199	chr5:94909250-94924021:-	0	146.439	0	827.638	0	0	262.609	0	0	0	0	0	0	0	0	487.444	0	630.839	0	48.67	255.227
exo_circ_001200	chr7:11061790-11111467:+	0	146.439	0	0	327.149	0	128.102	117.321	0	0	0	75.781	170.857	258.872	0	0	149.697	0	154.017	0	176.018
exo_circ_001201	chr7:139398598-139409654:+	0	0	0	237.221	502.577	0	0	191.418	478.555	0	0	0	0	0	626.73	0	244.505	49.803	0	0	0
exo_circ_001202	chr7:33349067-33388144:+	195.103	0	0	0	113.791	0	0	67.922	0	59.9	0	192.897	0	539.316	0	0	179.637	0	210.023	0	492.851
exo_circ_001203	chr8:66572481-66573506:-	68.286	0	280.681	0	711.194	236.643	0	67.922	44.865	13.311	0	213.565	189.842	244.49	0	0	0	0	42.005	24.335	105.611
exo_circ_001204	chr8:70637814-70641050:-	0	299.244	0	137.061	322.408	0	0	0	0	0	0	0	0	280.444	0	0	369.253	91.306	322.035	0	0
exo_circ_001205	chr9:112080073-112098662:-	0	178.273	0	0	0	43.823	0	197.592	142.071	0	0	151.562	104.413	93.481	0	0	184.627	0	0	133.842	96.81
exo_circ_001206	chr10:100923974-100926019:+	0	0	0	600.96	0	61.352	128.102	0	0	0	0	275.567	0	230.108	541.267	225.668	264.465	49.803	0	0	387.24
exo_circ_001207	chr10:52271349-52290290:+	0	0	0	0	0	0	179.343	197.592	0	126.455	0	0	0	0	0	0	0	0	315.034	97.339	0
exo_circ_001208	chr11:68596096-68603492:+	0	0	0	0	75.861	0	0	61.748	0	139.766	153.429	316.903	0	57.527	0	0	0	0	14.002	170.344	88.009
exo_circ_001209	chr15:42827927-42840433:-	0	0	67.364	0	199.134	0	160.128	172.893	0	0	0	0	0	0	0	0	389.213	597.637	0	231.181	545.657
exo_circ_001210	chr15:43047160-43048491:-	0	0	0	0	0	0	0	0	0	93.177	0	151.562	0	0	0	0	0	0	0	85.172	0
exo_circ_001211	chr18:76849525-76881512:+	0	0	0	0	0	0	19.215	0	0	99.833	575.36	0	0	0	0	126.374	19.96	224.114	77.008	0	35.204
exo_circ_001212	chr20:36904156-36905503:-	0	127.338	0	595.688	0	131.468	0	49.398	0	26.622	0	516.689	256.286	294.826	0	0	0	99.606	49.005	0	0
exo_circ_001213	chr22:31602211-31602785:+	0	76.403	0	0	0	0	0	259.34	89.729	0	0	0	0	0	284.877	0	0	0	0	66.921	0
exo_circ_001214	chr3:168036835-168048365:-	0	343.812	0	0	0	0	0	117.321	134.594	0	210.965	0	0	0	0	0	0	0	0	456.278	105.611
exo_circ_001215	chr3:47097954-47103423:-	0	248.309	0	0	493.094	17.529	211.368	129.67	0	0	489.056	0	0	0	0	0	0	0	0	0	0
exo_circ_001216	chr4:177351379-177353728:+	0	6.367	145.954	0	0	0	108.887	0	82.252	133.111	57.536	0	208.826	0	123.447	0	299.394	0	0	0	0
exo_circ_001217	chr5:69294792-69311204:-	0	57.302	0	0	568.955	52.587	0	67.922	0	26.622	0	0	0	0	0	0	264.465	0	28.003	194.679	0
exo_circ_001218	chr6:133980081-133984671:+	0	388.38	0	52.716	0	0	230.584	0	351.439	46.589	0	192.897	208.826	0	256.39	0	179.637	0	0	0	0
exo_circ_001219	chr6:149342684-149379518:+	0	0	0	216.135	0	0	102.482	98.796	0	0	0	0	0	366.735	85.463	0	0	0	0	36.502	264.028
exo_circ_001220	chr7:139053450-139055295:-	390.206	0	0	0	312.925	0	140.912	0	89.729	186.355	0	0	0	0	275.381	0	0	0	0	36.502	0
exo_circ_001221	chr9:85642826-85646418:-	0	0	465.931	137.061	379.303	324.288	0	0	269.187	0	0	254.9	0	0	0	0	129.738	174.311	0	237.265	140.815
exo_circ_001222	chr10:28147482-28150059:-	0	0	0	0	0	0	25.62	74.097	261.71	0	0	0	0	0	0	0	79.839	0	126.014	0	17.602
exo_circ_001223	chr10:31908171-31910563:-	0	0	0	1439.141	0	262.936	333.065	389.01	0	0	0	0	0	826.951	0	0	593.799	0	0	0	0
exo_circ_001224	chr13:110622215-110624279:+	0	159.172	617.499	0	75.861	0	128.102	142.02	0	173.044	0	192.897	0	0	0	0	0	0	462.051	0	0
exo_circ_001225	chr13:75560752-75569507:+	0	0	0	0	0	0	198.558	0	441.168	0	0	0	0	575.271	0	0	219.556	0	0	237.265	211.222
exo_circ_001226	chr14:30955619-30956242:-	351.185	0	0	0	0	0	544.434	314.913	179.458	0	0	0	0	0	0	0	0	315.419	91.01	146.009	0
exo_circ_001227	chr14:59538022-59565275:-	0	140.072	0	0	0	0	134.507	123.495	127.116	252.91	0	0	0	0	0	0	74.849	0	84.009	0	299.231
exo_circ_001228	chr14:96520054-96525391:+	156.082	76.403	0	0	0	70.116	211.368	0	239.277	259.566	1332.918	0	0	0	227.902	0	0	0	0	0	272.828
exo_circ_001229	chr15:59671182-59680308:-	0	0	0	0	0	0	128.102	160.544	403.781	199.666	124.661	0	270.524	0	0	0	84.828	0	0	0	0
exo_circ_001230	chr17:51263273-51268904:+	0	267.409	0	0	256.03	411.934	0	0	0	79.866	0	781.923	237.302	481.789	0	54.16	0	0	224.025	292.018	0
exo_circ_001231	chr18:58696365-58700591:+	0	0	89.818	189.777	0	0	51.241	61.748	0	39.933	0	0	75.937	0	0	0	214.566	0	0	0	0
exo_circ_001232	chr20:13559007-13587370:-	0	0	0	0	0	157.762	0	148.194	0	0	0	613.138	0	0	0	0	0	99.606	0	176.427	0
exo_circ_001233	chr20:45815540-45815913:+	0	0	0	0	0	350.582	112.089	318	231.8	309.482	0	0	0	0	332.357	0	94.808	307.119	217.024	0	0
exo_circ_001234	chr1:197642710-197658369:-	0	89.136	0	885.625	0	464.521	0	135.845	0	0	230.144	0	0	0	0	758.246	0	0	0	444.111	176.018
exo_circ_001235	chr1:212329134-212333598:+	0	89.136	0	0	0	0	57.646	111.146	284.142	0	0	206.676	123.397	0	18.992	0	0	0	147.016	0	0
exo_circ_001236	chr1:8655972-8656441:-	0	0	61.75	848.724	0	613.518	243.394	0	0	0	0	227.343	0	625.607	0	0	0	0	245.027	261.599	237.625
exo_circ_001237	chr2:44209209-44218537:+	0	203.741	291.909	0	0	0	0	0	0	0	0	130.895	360.699	258.872	0	0	0	0	0	0	440.046
exo_circ_001238	chr3:107710451-107733023:+	234.124	0	342.431	0	0	0	0	277.864	164.503	146.422	0	0	0	0	75.967	0	0	0	0	0	0
exo_circ_001239	chr3:185921103-185923984:-	0	0	0	0	0	0	44.836	203.767	0	259.566	287.68	0	218.318	258.872	104.455	0	0	0	91.01	146.009	0
exo_circ_001240	chr4:148152468-148154901:-	58.531	273.776	353.658	126.518	0	0	0	0	0	0	0	0	0	222.917	0	234.695	0	0	0	0	0
exo_circ_001241	chr5:108341926-108348530:-	0	0	44.909	0	0	0	25.62	191.418	0	119.8	76.715	151.562	56.952	0	0	0	249.495	0	0	0	0
exo_circ_001242	chr6:18159882-18166378:+	0	25.468	252.613	202.956	0	0	0	0	0	0	134.251	0	0	661.561	0	0	114.768	0	0	231.181	0
exo_circ_001243	chr6:24416396-24418578:+	0	388.38	0	0	0	140.233	365.091	0	0	306.154	0	0	512.572	0	0	0	0	0	504.055	0	308.032
exo_circ_001244	chr6:73723250-73736508:+	0	0	0	1128.118	0	1472.444	2024.013	0	0	0	0	206.676	0	0	446.308	0	0	929.657	3325.364	0	0
exo_circ_001245	chr7:77581426-77583650:+	0	0	0	0	0	0	0	0	0	0	0	0	170.857	0	0	0	0	249.015	0	152.093	281.629
exo_circ_001246	chr8:68022035-68060779:+	0	0	0	189.777	0	0	0	0	0	0	0	0	94.921	222.917	531.771	0	0	249.015	0	0	0
exo_circ_001247	chr10:32543299-32584304:+	0	0	325.59	0	0	0	1120.893	642.175	0	0	0	0	0	0	0	306.909	838.305	0	1078.118	0	0
exo_circ_001248	chr11:108329020-108332037:+	0	0	0	0	0	201.585	0	18.524	44.865	26.622	95.893	227.343	0	0	0	0	49.899	0	0	73.004	193.62
exo_circ_001249	chr13:99243831-99244624:+	0	127.338	0	115.975	0	87.645	0	49.398	119.639	46.589	258.912	0	0	0	0	0	0	381.824	0	0	17.602
exo_circ_001250	chr16:31090774-31091342:-	0	0	0	168.691	312.925	0	0	43.223	97.206	0	0	0	0	776.615	265.885	0	134.728	489.73	0	0	0
exo_circ_001251	chr16:87748672-87762040:-	48.776	0	112.273	0	113.791	0	128.102	18.524	74.774	0	105.483	165.34	0	0	170.926	0	0	0	49.005	0	0
exo_circ_001252	chr17:29482196-29491865:+	0	0	314.363	0	0	0	294.635	185.243	463.6	0	0	0	0	107.863	0	0	244.505	0	469.051	547.534	0
exo_circ_001253	chr18:9524593-9525851:+	887.718	0	409.795	0	0	0	288.23	0	239.277	0	0	599.359	0	0	408.324	0	229.536	0	0	0	0
exo_circ_001254	chr1:171579353-171587751:+	0	70.036	0	0	0	0	25.62	0	0	13.311	0	27.557	484.096	7.191	0	0	0	0	231.025	48.67	35.204
exo_circ_001255	chr2:9318523-9327911:+	0	0	0	0	0	0	512.408	172.893	0	332.776	0	0	0	0	0	0	54.889	0	126.014	590.119	0
exo_circ_001256	chr3:141512162-141540609:+	478.002	178.273	0	0	0	52.587	0	0	0	0	0	192.897	94.921	215.726	0	0	0	298.818	0	139.925	0
exo_circ_001257	chr6:158580939-158589782:+	0	452.049	0	0	730.159	0	179.343	0	299.097	0	0	199.786	0	0	446.308	0	359.273	0	63.007	0	79.208
exo_circ_001258	chr6:18256360-18258405:-	0	0	61.75	311.023	445.681	0	0	0	194.413	232.944	0	0	0	0	113.951	0	0	0	0	139.925	0
exo_circ_001259	chr7:152309965-152358675:-	0	0	662.408	0	0	0	0	296.389	0	123.127	0	0	9.492	0	0	0	0	0	0	0	132.014
exo_circ_001260	chr7:16624982-16636455:-	0	171.906	101.045	0	0	0	0	43.223	0	252.91	134.251	0	0	0	0	0	0	0	0	121.674	158.417
exo_circ_001261	chr8:38114191-38121149:+	0	0	0	0	0	52.587	0	0	0	53.244	0	20.668	56.952	0	0	171.508	0	522.932	126.014	0	0
exo_circ_001262	chr9:33960825-33996333:-	0	0	527.681	0	0	0	0	111.146	284.142	0	0	0	0	0	218.406	243.722	0	83.005	0	0	0
exo_circ_001263	chr13:41466822-41468838:+	0	0	0	0	0	0	211.368	0	0	372.71	0	0	360.699	0	0	0	444.102	1543.895	0	754.38	0
exo_circ_001264	chr14:49795790-49831361:-	0	0	336.818	0	0	0	0	0	0	0	0	0	0	503.362	0	595.765	0	16.601	196.021	0	0
exo_circ_001265	chr17:3705080-3705645:-	0	0	0	374.282	0	0	0	0	0	0	0	89.559	94.921	0	0	352.043	0	0	84.009	0	96.81
exo_circ_001266	chr17:50741101-50741731:+	0	203.741	190.863	405.912	0	157.762	0	0	0	0	0	0	0	0	0	0	79.839	0	0	0	0
exo_circ_001267	chr17:79077429-79077864:+	312.165	0	0	147.604	94.826	0	0	0	82.252	0	0	0	455.62	0	0	0	219.556	0	112.012	0	228.824
exo_circ_001268	chr20:37065423-37068186:-	595.064	0	0	0	0	210.349	0	0	0	0	0	0	0	0	0	171.508	618.749	1245.077	0	541.45	114.412
exo_circ_001269	chr21:39228499-39229436:-	0	0	0	0	0	0	89.671	74.097	0	0	412.341	0	0	0	0	0	184.627	0	0	109.507	0
exo_circ_001270	chr22:33761370-33765953:-	0	0	1044.134	405.912	0	0	25.62	0	0	0	134.251	89.559	0	79.1	75.967	0	0	0	70.008	85.172	35.204
exo_circ_001271	chr1:86715723-86724405:+	0	280.143	174.022	0	189.652	0	0	67.922	0	53.244	0	0	0	0	132.943	487.444	0	0	0	0	0
exo_circ_001272	chr3:167704841-167720273:-	0	0	0	0	0	210.349	307.445	351.962	0	0	0	0	0	0	0	0	154.687	0	0	0	0
exo_circ_001273	chr3:47686048-47693300:-	0	0	0	0	0	0	0	37.049	0	0	421.931	0	0	0	0	0	0	0	385.042	267.683	0
exo_circ_001274	chr5:132616002-132618294:+	0	171.906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.009	0	0
exo_circ_001275	chr5:39002534-39021136:-	0	178.273	0	0	0	0	0	43.223	7.477	19.967	0	0	275.27	0	0	0	0	0	70.008	0	0
exo_circ_001276	chr5:57246299-57247215:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.879	182.611	63.007	0	61.606
exo_circ_001277	chr6:75647730-75659407:+	0	0	0	94.888	0	0	64.051	0	478.555	173.044	0	0	0	14.382	265.885	0	69.859	315.419	0	133.842	0
exo_circ_001278	chr8:53769617-53772167:-	0	0	0	0	0	0	0	0	0	126.455	0	137.784	0	0	151.935	0	29.939	0	182.02	0	211.222
exo_circ_001279	chr10:102023476-102025248:-	448.737	76.403	0	0	0	0	0	0	0	179.699	0	179.119	0	0	0	0	0	0	196.021	42.586	35.204
exo_circ_001280	chr12:110382842-110396452:-	0	0	0	0	0	113.939	0	18.524	0	0	0	62.003	113.905	57.527	104.455	0	0	0	0	85.172	0
exo_circ_001281	chr13:48077152-48090418:-	195.103	0	0	0	0	0	307.445	259.34	0	0	0	0	0	0	0	0	0	0	0	0	290.43
exo_circ_001282	chr14:49825866-49831361:-	0	0	0	1892.497	0	806.339	922.335	0	0	0	0	0	0	0	0	0	0	0	0	0	1214.527
exo_circ_001283	chr16:50786854-50793664:+	0	76.403	409.795	79.074	0	0	25.62	142.02	0	0	0	0	0	0	0	0	0	0	0	54.753	35.204
exo_circ_001284	chr19:34430575-34434968:+	0	0	0	0	824.985	0	0	623.651	0	0	0	0	0	0	0	0	668.648	0	350.038	0	299.231
exo_circ_001285	chr1:113834909-113855049:-	0	31.834	0	0	521.542	0	25.62	0	0	0	38.357	68.892	0	0	0	216.642	0	0	0	0	79.208
exo_circ_001286	chr1:25340473-25343073:+	0	0	0	0	0	113.939	0	0	44.865	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_001287	chr2:39051143-39067753:-	0	0	0	0	142.239	52.587	51.241	92.621	0	86.522	0	0	37.968	0	0	0	119.758	0	0	0	0
exo_circ_001288	chr4:102689573-102690957:-	117.062	0	707.317	0	0	0	0	0	0	0	0	716.475	0	316.399	0	0	0	199.212	0	0	0
exo_circ_001289	chr4:169507036-169508331:-	0	0	247	0	0	0	0	0	0	0	0	378.905	0	0	0	0	0	456.528	0	188.595	290.43
exo_circ_001290	chr4:76144148-76144473:-	0	0	0	0	0	0	0	172.893	0	73.211	0	0	0	0	0	0	0	456.528	0	225.097	0
exo_circ_001291	chr5:73051348-73068779:+	0	0	426.636	0	0	227.878	0	0	0	59.9	0	0	0	0	0	180.535	0	0	0	0	61.606
exo_circ_001292	chr10:11509594-11527567:-	0	426.582	0	0	0	0	0	0	0	0	0	96.449	0	0	0	0	0	0	0	158.176	220.023
exo_circ_001293	chr10:32451591-32453436:+	253.634	318.345	0	0	0	0	0	30.874	0	13.311	0	0	0	0	0	0	69.859	0	42.005	0	0
exo_circ_001294	chr11:16183885-16186955:-	146.327	0	415.408	0	0	0	0	0	142.071	39.933	489.056	0	0	0	0	0	39.919	0	119.013	0	272.828
exo_circ_001295	chr13:113534044-113539507:+	0	0	0	374.282	0	0	0	0	0	126.455	0	124.005	85.429	143.818	322.861	324.963	0	157.71	0	231.181	0
exo_circ_001296	chr18:62556202-62565096:+	331.675	57.302	157.182	0	0	0	76.861	0	0	0	0	0	0	0	0	0	0	83.005	0	97.339	0
